date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:30:17	87553/87553	U-----	200	untouched ('OK')	application/x-javascript	etag:%2215601-662ac4d0-dafbe8b0d29900ee;gz%22	https://nmlc-campaign.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-includes/js/jquery/jquery.minf43b.js	(from https://nmlc-campaign.net/)
10:30:17	13577/13577	U-----	200	untouched ('OK')	application/x-javascript	etag:%223509-662ac4d0-b1b3d002309f5a94;gz%22	https://nmlc-campaign.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://nmlc-campaign.net/)
10:30:17	398003/398003	U-----	200	untouched ('')	application/json	etag:%22147-1774346952;gz%22	https://nmlc-campaign.net/wp-json/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/index.html	(from https://nmlc-campaign.net/)
10:30:25	68621/68621	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2024%20Mar%202026%2010:30:23%20GMT	https://nmlc-campaign.net/wp-json/wp/v2/pages/66	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/wp/v2/pages/66.json	(from https://nmlc-campaign.net/)
10:30:28	2511/2511	U-----	200	untouched ('')	application/json	etag:%22148-1774346952;gz%22	https://nmlc-campaign.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnmlc-campaign.net%2F	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/oembed/1.0/embedba12.json	(from https://nmlc-campaign.net/)
10:30:28	2718/2718	U-----	200	untouched ('')	text/xml	etag:%22149-1774346952;gz%22	https://nmlc-campaign.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnmlc-campaign.net%2F&format=xml	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/oembed/1.0/embedc652	(from https://nmlc-campaign.net/)
10:30:29	817/817	U--M-Z	200	updated ('OK')	text/xml	date:Tue,%2024%20Mar%202026%2010:30:23%20GMT	https://nmlc-campaign.net/xmlrpc.php?rsd	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/xmlrpc0db0.php	(from https://nmlc-campaign.net/)
10:30:39	2565/2565	U-----	200	untouched ('')	image/png	etag:%22a05-663a2922-50ca78487d42eac;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/cropped-Heading-1080-x-1080-px-2-32x32.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/cropped-Heading-1080-x-1080-px-2-32x32.png	(from https://nmlc-campaign.net/)
10:30:39	36867/36867	U-----	200	untouched ('')	image/png	etag:%229003-663a2921-a2d7f0519f129a93;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/cropped-Heading-1080-x-1080-px-2-192x192.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/cropped-Heading-1080-x-1080-px-2-192x192.png	(from https://nmlc-campaign.net/)
10:30:39	33367/33367	U-----	200	untouched ('')	image/png	etag:%228257-663a2922-b25848bd198b601;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/cropped-Heading-1080-x-1080-px-2-180x180.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/cropped-Heading-1080-x-1080-px-2-180x180.png	(from https://nmlc-campaign.net/)
10:30:39	62658/62658	U-----	200	untouched ('OK')	text/html	etag:%22150-1774346954;gz%22	https://nmlc-campaign.net/save-new-mills-squash-court/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/save-new-mills-squash-court/index.html	(from https://nmlc-campaign.net/)
10:30:49	62007/62007	U-----	200	untouched ('OK')	text/html	etag:%22151-1774346955;gz%22	https://nmlc-campaign.net/save-new-mills-sports-hall/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/save-new-mills-sports-hall/index.html	(from https://nmlc-campaign.net/)
10:30:49	60641/60641	U-----	200	untouched ('OK')	text/html	etag:%22152-1774346955;gz%22	https://nmlc-campaign.net/who-we-are/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/who-we-are/index.html	(from https://nmlc-campaign.net/)
10:30:49	88982/88982	U-----	200	untouched ('OK')	text/html	etag:%22153-1774346956;gz%22	https://nmlc-campaign.net/history/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/history/index.html	(from https://nmlc-campaign.net/)
10:30:49	43450/43450	U-----	200	untouched ('OK')	text/html	etag:%22154-1774346957;gz%22	https://nmlc-campaign.net/category/blog/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/category/blog/index.html	(from https://nmlc-campaign.net/)
10:30:54	5157/5157	---M--	200	added ('OK')	image/png	etag:%221425-663c027b-62cc473afa747f04;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/11-1-150x150.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/11-1-150x150.png	(from https://nmlc-campaign.net/save-new-mills-sports-hall/)
10:31:00	210685/210685	U-----	200	untouched ('')	image/jpeg	etag:%22336fd-663a3cbb-ee6141fcba5f185e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/DD51DA1D-4EA7-4C4B-AB06-E8CE42EE4CD5_1_201_a-1024x1009.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/DD51DA1D-4EA7-4C4B-AB06-E8CE42EE4CD5_1_201_a-1024x1009.jpg	(from https://nmlc-campaign.net/)
10:31:00	37123/37123	U-----	200	untouched ('OK')	text/html	etag:%22155-1774346958;gz%22	https://nmlc-campaign.net/privacy-policy/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/privacy-policy/index.html	(from https://nmlc-campaign.net/)
10:31:00	68204/68204	U-----	200	untouched ('OK')	text/html	etag:%22156-1774346959;gz%22	https://nmlc-campaign.net/new-mills-leisure-centre-consultation-only-one-option-saves-both-the-squash-court-and-the-sports-hall/	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/new-mills-leisure-centre-consultation-only-one-option-saves-both-the-squash-court-and-the-sports-hall/index.html	(from https://nmlc-campaign.net/)
10:31:04	7215/7215	---M--	200	added ('OK')	image/png	etag:%221c2f-663c0284-193152d0880329d3;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/14-1-150x150.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/14-1-150x150.png	(from https://nmlc-campaign.net/save-new-mills-sports-hall/)
10:31:04	366457/366457	U-----	200	untouched ('')	image/jpeg	etag:%2259779-674c90f1-dd44eb19a1d17fd6;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/IMG-20240211-WA0004_cropped-edited.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/IMG-20240211-WA0004_cropped-edited.jpg	(from https://nmlc-campaign.net/)
10:31:04	263605/263605	U-----	200	untouched ('')	image/jpeg	etag:%22405b5-674c90d1-9db438656b110dad;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-05-09-at-10.30.49-edited-1.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-05-09-at-10.30.49-edited-1.jpg	(from https://nmlc-campaign.net/)
10:31:04	107260/107260	U-----	200	untouched ('')	image/jpeg	etag:%221a2fc-674c92f7-82810fc1ed82354e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/1000031319-1024x461.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/1000031319-1024x461.jpg	(from https://nmlc-campaign.net/)
10:31:14	5223/5223	U-----	200	untouched ('')	image/jpeg	date:Thu,%2025%20Jan%202024%2021:48:50%20GMT	https://dotcompatterns.wordpress.com/wp-content/uploads/2024/01/paint-small.jpg	C:/My%20Web%20Sites/nmlc-campaign/dotcompatterns.wordpress.com/wp-content/uploads/2024/01/paint-small.jpg	(from https://nmlc-campaign.net/)
10:31:14	22482/22482	U-----	200	untouched ('')	image/jpeg	etag:%2257d2-674c9376-7555915dbce3a584;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/Hannah-Hodgson.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/Hannah-Hodgson.jpg	(from https://nmlc-campaign.net/)
10:31:14	109197/109197	U-----	200	untouched ('')	image/jpeg	etag:%221aa8d-663a4a2e-df97b76f29edb83;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/junior-squash-lesson-under-12s-894x1024.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/junior-squash-lesson-under-12s-894x1024.jpg	(from https://nmlc-campaign.net/)
10:31:14	38674/38674	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2010:31:14%20GMT	https://nmlc-campaign.net/wp-json/wp/v2/pages/68	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/wp/v2/pages/68.json	(from https://nmlc-campaign.net/who-we-are/)
10:31:30	245677/245677	U-----	200	untouched ('')	image/jpeg	etag:%223bfad-663cf3c8-7ce2a870f2cac238;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/17191609_669295729916818_4744034916913399505_o.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/17191609_669295729916818_4744034916913399505_o.jpg	(from https://nmlc-campaign.net/)
10:31:31	42634/42634	U-----	200	untouched ('')	image/png	etag:%22a68a-674c944d-8e2103a0d2ddb332;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/1.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/1.png	(from https://nmlc-campaign.net/)
10:31:31	54646/54646	U-----	200	untouched ('')	image/png	etag:%22d576-674c9469-2f122e4501e10090;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/Untitled-design-2.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/Untitled-design-2.png	(from https://nmlc-campaign.net/)
10:31:31	5363/5363	U-----	200	untouched ('')	image/png	etag:%2214f3-674c947c-6268bb626aa1e859;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/3-150x150.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/3-150x150.png	(from https://nmlc-campaign.net/)
10:31:35	40721/40721	U-----	200	untouched ('')	image/png	etag:%229f11-674c94dd-e3d61db73fac3552;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/4.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/4.png	(from https://nmlc-campaign.net/)
10:31:35	35395/35395	U-----	200	untouched ('')	image/png	etag:%228a43-674c9502-6db0d7cfafc3ef4e;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/5.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/5.png	(from https://nmlc-campaign.net/)
10:31:35	38927/38927	U-----	200	untouched ('')	image/png	etag:%22980f-674c94ed-86c915b2e36dedf4;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/6.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/6.png	(from https://nmlc-campaign.net/)
10:31:36	68775/68775	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2010:31:35%20GMT	https://nmlc-campaign.net/wp-json/wp/v2/pages/394	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/wp/v2/pages/394.json	(from https://nmlc-campaign.net/history/)
10:31:45	52447/52447	U-----	200	untouched ('')	image/jpeg	etag:%22ccdf-66df6bf2-92557e1000e750ac;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/n03330_big_cheques.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/n03330_big_cheques.jpg	(from https://nmlc-campaign.net/)
10:31:45	4113145/4113145	U-----	200	untouched ('')	application/pdf	etag:%223ec2f9-663cb6cf-af4bd55e0a461f82;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/New-Mills-Leisure-Centre-changes-Alternatives-to-current-proposal.pdf	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/New-Mills-Leisure-Centre-changes-Alternatives-to-current-proposal.pdf	(from https://nmlc-campaign.net/)
10:31:45	167661/167661	U-----	200	untouched ('')	image/jpeg	etag:%2228eed-674c93d7-8ef7544afecd89b1;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-02-22-at-12.03.37.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/12/WhatsApp-Image-2024-02-22-at-12.03.37.jpg	(from https://nmlc-campaign.net/)
10:31:45	72061/72061	---M--	200	added ('OK')	image/jpeg	etag:%221197d-66df7363-7da2b29843bd152d;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/n03314_first_committee.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/n03314_first_committee.jpg	(from https://nmlc-campaign.net/history/)
10:31:55	19584/19584	U-----	200	untouched ('OK')	text/html	etag:%224c80-663cb6b0-7f934321dbadc565;gz%22	https://nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/inc/pdfjs/web/viewer.html	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/inc/pdfjs/web/viewer.html	(from https://nmlc-campaign.net/)
10:31:55	32347/32347	---M--	200	added ('OK')	image/jpeg	etag:%227e5b-66df74b5-871d5c529cff37ab;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/n03317_carnival_queen.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/n03317_carnival_queen.jpg	(from https://nmlc-campaign.net/history/)
10:31:55	953/953	U-----	200	untouched ('OK')	application/x-javascript	etag:%223b9-663cb6b0-64b010a89a23ccf2;gz%22	https://nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/public/js/pdf-viewer-block.js?ver=6.7.5	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/plugins/pdf-viewer-block/public/js/pdf-viewer-blockd70e.js	(from https://nmlc-campaign.net/)
10:31:55	1310/1310	U-----	200	untouched ('OK')	application/x-javascript	etag:%2251e-663a2c99-d6055a4a7fce9ccf;gz%22	https://nmlc-campaign.net/wp-content/themes/varia-wpcom/js/primary-navigation.js?ver=1.3.28	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/themes/varia-wpcom/js/primary-navigationf91e.js	(from https://nmlc-campaign.net/)
10:32:05	3812/3812	U--MCZ	200	updated ('OK')	application/javascript	etag:W/7134-1748959715009.08	https://stats.wp.com/e-202613.js	C:/My%20Web%20Sites/nmlc-campaign/stats.wp.com/e-202613.js	(from https://nmlc-campaign.net/)
10:32:05	4598/4598	U-----	200	untouched ('OK')	image/svg+xml	etag:%2211f6-662ac4d0-ad034b397de5a0cd;gz%22	https://nmlc-campaign.net/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-includes/js/mediaelement/mejs-controls.svg	(from https://nmlc-campaign.net/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
10:32:05	774/774	U-----	200	untouched ('OK')	application/x-javascript	etag:%22306-684c2284-8a69594cd539be4d;gz%22	https://nmlc-campaign.net/wp-content/plugins/newsletter/main.js?ver=8.9.0	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/plugins/newsletter/main80fe.js	(from https://nmlc-campaign.net/)
10:32:07	8406052/8406052	---M--	200	added ('OK')	application/pdf	etag:%22804424-66fc564d-19f0ba256a8488cf;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/10/D782-1-NEWSPA-Carnival-1978.pdf	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/10/D782-1-NEWSPA-Carnival-1978.pdf	(from https://nmlc-campaign.net/history/)
10:32:15	9208/9208	---M--	200	added ('OK')	image/jpeg	etag:%2223f8-66df7a6c-d9fd210926e49ad5;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/09/Untitled.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/09/Untitled.jpg	(from https://nmlc-campaign.net/history/)
10:32:18	41128/41128	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2024%20Mar%202026%2010:32:16%20GMT	https://nmlc-campaign.net/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/wp/v2/pages/9.json	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Mar%202026%2010:32:16%20GMT	https://nmlc-campaign.net/?p=9	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/indexb5fb.html	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:22	2651/2651	U-----	200	untouched ('')	application/json	etag:%22157-1774346960;gz%22	https://nmlc-campaign.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnmlc-campaign.net%2Fsave-new-mills-squash-court%2F	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/oembed/1.0/embedbc3c.json	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:26	117417/117417	U-----	200	untouched ('')	image/jpeg	etag:%221caa9-663a5f86-9f0d9beb8b821c27;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/Full-group-picture-indoors-1024x730.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/Full-group-picture-indoors-1024x730.jpg	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:26	701445/701445	U-----	200	untouched ('')	image/jpeg	etag:%22ab405-663a3cd7-7be86d6414264fe3;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/DD51DA1D-4EA7-4C4B-AB06-E8CE42EE4CD5_1_201_a-edited-scaled.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/DD51DA1D-4EA7-4C4B-AB06-E8CE42EE4CD5_1_201_a-edited-scaled.jpg	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:26	2858/2858	U-----	200	untouched ('')	text/xml	etag:%22158-1774346960;gz%22	https://nmlc-campaign.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnmlc-campaign.net%2Fsave-new-mills-squash-court%2F&format=xml	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/oembed/1.0/embed7c36	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:26	6190/6190	---M-Z	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2010:32:26%20GMT	https://nmlc-campaign.net/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/wp/v2/categories/1.json	(from https://nmlc-campaign.net/category/blog/)
10:32:42	160210/160210	U-----	200	untouched ('')	image/jpeg	etag:%22271d2-663a53f8-b92a55d820f2fccc;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-07-at-16.37.12-edited-1.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/WhatsApp-Image-2024-05-07-at-16.37.12-edited-1.jpg	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:42	112346/112346	U-----	200	untouched ('')	image/jpeg	etag:%221b6da-663a4e70-d6f7e3413037d083;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/Both-teams-promoted-edited.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/Both-teams-promoted-edited.jpg	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:42	32155/32155	U-----	200	untouched ('')	image/png	etag:%227d9b-663a5100-a90e440f9a8356c8;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/kisspng-1988-winter-olympics-2020-summer-olympics-olympic-olympic-rings-5acd756bc70ba3.9576069415234143798153.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/kisspng-1988-winter-olympics-2020-summer-olympics-olympic-olympic-rings-5acd756bc70ba3.9576069415234143798153.png	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:46	1545991/1545991	---M--	200	added ('OK')	image/png	etag:%22179707-674d82d7-1ac7db3f0be40be8;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/11/Option-1-1.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/11/Option-1-1.png	(from https://nmlc-campaign.net/category/blog/)
10:32:46	61051/61051	U-----	200	untouched ('')	image/png	etag:%22ee7b-663a502a-a22145bb01fd67fd;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/Untitled-design-3.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/Untitled-design-3.png	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:46	5629/5629	U-----	200	untouched ('')	image/png	etag:%2215fd-663a4fcb-2530aa26fa8ec1f7;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/Untitled-design-2-150x150.png	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/Untitled-design-2-150x150.png	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:46	63637/63637	U-----	200	untouched ('')	image/jpeg	etag:%22f895-663e2cee-8b818937bb7aa8b1;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/Gemma-4.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/Gemma-4.jpg	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:47	14347/14347	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Mar%202026%2010:32:46%20GMT	https://nmlc-campaign.net/wp-json/wp/v2/pages/3	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-json/wp/v2/pages/3.json	(from https://nmlc-campaign.net/privacy-policy/)
10:32:56	111379/111379	U-----	200	untouched ('')	image/jpeg	etag:%221b313-663a5f38-5c8cd878f0424ffa;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/0F63EFFE-7E89-4B75-B824-F0EC630A1EC1_1_201_a-1-1024x837.jpeg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/0F63EFFE-7E89-4B75-B824-F0EC630A1EC1_1_201_a-1-1024x837.jpg	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
10:32:56	89582/89582	U-----	200	untouched ('')	image/jpeg	etag:%2215dee-663a542f-2b3eb7dc82d2d82d;;;%22	https://nmlc-campaign.net/wp-content/uploads/2024/05/w1200-1-1024x857.jpg	C:/My%20Web%20Sites/nmlc-campaign/nmlc-campaign.net/wp-content/uploads/2024/05/w1200-1-1024x857.jpg	(from https://nmlc-campaign.net/save-new-mills-squash-court/)
